id,w,division,type
07559,7261.51,4,5
07560,5878.4,5,2
07561,2676.1,4,2
07562,8875.44,5,2
07563,7770.42,10,5
07564,7264.47,10,2
07565,7607.15,7,5
07566,6413.07,5,4
07567,9229.28,5,2
07568,8885.09,6,2
07569,14615.7,3,2
07570,4996.53,4,2
07571,7562.5,10,2
07572,16707.55,5,2
07573,8377.36,1,4
07574,7169.31,10,2
07575,7169.31,10,2
07576,5742.15,4,5
07577,6252.35,5,2
07578,8640.83,10,1
07579,7702.69,10,5
07580,6814.27,1,2
07581,4569.52,4,3
07582,5487.78,4,2
07583,4232.49,4,2
07584,6763.24,5,2
07585,4634.22,4,2
07586,17619.2,2,2
07587,8684.71,5,4
07588,5621.06,4,2
07589,14385.83,5,2
07590,7955.39,2,2
07591,2767.96,10,3
07592,11076.59,9,2
07593,4723.74,4,5
07594,12367.41,10,5
07595,7489.17,7,2
07596,7921.8,10,4
07597,4990.69,1,4
07598,4634.22,4,2
07599,3409.68,4,2
07600,7559.64,2,2
07601,15966.07,5,2
07602,6941.24,5,3
07603,11838.59,7,2
07604,19928.67,3,2
07605,6913.06,10,1
07606,17933.92,7,2
07607,8338.14,2,2
07608,9080.4,1,4
07609,7960.93,3,2
07610,7133.12,7,2
07611,5414.54,1,2
07612,6919.42,1,2
07613,6888.09,5,5
07614,7326.18,10,5
07615,14733.41,3,2
07616,17970.21,3,1
07617,2814.88,4,2
07618,4498.41,4,3
07619,9155.04,6,2
07620,5177.54,8,2
07621,10550.9,9,2
07622,9711.67,5,5
07623,8416.45,5,5
07624,9972.5,10,5
07625,7133.12,7,2
07626,4197.34,1,2
07627,3859.33,4,4
07628,9244.79,4,2
07629,10912.56,3,4
07630,11471.75,5,5
07631,10203.27,10,5
07632,7955.39,2,2
07633,11925.04,10,2
07634,7047.38,1,4
07635,5535.93,10,3
07636,5121.93,4,2
07637,9308.54,5,2
07638,10352.14,6,2
07639,5545.54,4,2
07640,10576.37,9,2
07641,9539.46,9,2
07642,7232.63,2,2
07643,14629.95,7,2
07644,11362.76,6,2
07645,7169.31,10,2
07646,6054.97,5,2
07647,9503.94,4,2
07648,9260.44,10,2
07649,16307.6,5,2
07650,9229.28,5,2
07651,7937.43,7,2
07652,5800.45,7,3
07653,15804.71,2,2
07654,7234.68,8,2
07655,17342.26,2,2
07656,7364.81,2,2
07657,10317.95,3,2
07658,9713.22,6,2
07659,7962.72,3,2
07660,3973.25,1,2
07661,7549.59,6,2
07662,6623.87,4,5
07663,7955.39,2,2
07664,5403.9,9,5
07665,11293.98,4,2
07666,7264.47,10,2
07667,4554.93,1,2
07668,17411.45,2,5
07669,6905.04,7,2
07670,19823.36,3,5
07671,18040.12,5,1
07672,7462.35,4,2
07673,7326.18,10,5
07674,5019.89,8,5
07675,16947.23,3,3
07676,9625.39,8,2
07677,7169.31,10,2
07678,4751.97,4,2
07679,8458.37,5,2
07680,15489.57,2,2
07681,12752.4,2,3
07682,12606,2,3
07683,7815.2,7,5
07684,8378.15,7,5
07685,11362.76,6,2
07686,6590.83,5,5
07687,7136.88,10,2
07688,21157.85,3,4
07689,7981.8,7,2
07690,9046.69,4,1
07691,13578.06,2,5
07692,7577.54,7,2
07693,9229.28,5,2
07694,14727.35,3,2
07695,7033.04,7,2
07696,8338.14,2,2
07697,13851.28,10,2
07698,8289.5,5,5
07699,8361.43,5,2
07700,17503.42,3,2
07701,10576.38,9,2
07702,5334.31,1,2
07703,9131.57,10,2
07704,7232.63,2,2
07705,10717.06,5,3
07706,14733.41,3,2
07707,15549.52,5,5
07708,2881.88,6,2
07709,2994.56,4,2
07710,15966.07,5,2
07711,6373.55,1,2
07712,9850.94,5,2
07713,7169.31,10,2
07714,7341.32,2,2
07715,10249.22,7,2
07716,7133.12,7,2
07717,6413.78,10,2
07718,8187.63,5,2
07719,6624.03,4,5
07720,6139.28,4,2
07721,7587.39,5,4
07722,3242.22,4,2
07723,16986.62,3,5
07724,9265.34,5,5
07725,7313.36,10,2
07726,9936.81,5,3
07727,7862.34,2,2
07728,8485.07,4,2
07729,6975.73,5,4
07730,9282.91,5,2
07731,3514.9,4,5
07732,8599.17,10,2
07733,8119.35,5,5
07734,6822.92,8,1
07735,3512.47,4,2
07736,3909.18,4,2
07737,13175.74,3,2
07738,7598.35,2,5
07739,13175.74,3,2
07740,14615.7,3,2
07741,3967.29,4,4
07742,13927,2,5
07743,11263.62,2,5
07744,4197.34,1,2
07745,7429.07,2,5
07746,4768.47,4,2
07747,4961.03,4,2
07748,4470.66,1,5
07749,12467.94,3,5
07750,11636.39,10,5
07751,19348.08,2,3
07752,5629.1,1,2
07753,3901.34,4,2
07754,2566.03,4,2
07755,15075.45,7,2
07756,9229.28,5,2
07757,8482.87,10,2
07758,13631.2,5,2
07759,23637.37,2,5
07760,10807.79,9,5
07761,4625.84,8,2
07762,10254.02,3,2
07763,11145.47,6,1
07764,14209.28,5,2
07765,10560.97,6,2
07766,7827.84,7,2
07767,6766.63,2,5
07768,8542.98,7,2
07769,4751.97,4,2
07770,11330.02,8,2
07771,10270.16,10,2
07772,2599.86,4,2
07773,6078.63,5,5
07774,7827.84,7,2
07775,2676.1,4,2
07776,6285.54,4,2
07777,22622.26,5,4
07778,5991.05,5,2
07779,4724.46,1,4
07780,36053.22,3,2
07781,7734.78,6,3
07782,10024.98,2,5
07783,20974.51,2,2
07784,8843.72,1,4
07785,7454.02,5,2
07786,35194.03,5,2
07787,6792.48,5,2
07788,18062.42,2,2
07789,7535.95,7,2
07790,7962.72,3,2
07791,7942.96,10,3
07792,14302.77,7,1
07793,8482.87,10,2
07794,13480.8,7,2
07795,8132.41,5,2
07796,2778.26,4,2
07797,6453.26,5,2
07798,7169.31,10,2
07799,10576.37,9,2
07800,11174.23,1,2
07801,9217.16,5,2
07802,4751.97,4,2
07803,15200.37,5,5
07804,7960.93,3,2
07805,5600.99,8,2
07806,11211.02,2,3
07807,3512.47,4,2
07808,13501.6,6,2
07809,16137.47,3,2
07810,4702.48,4,2
07811,17704.09,3,2
07812,5893.16,10,2
07813,9469.54,6,2
07814,4133.56,1,2
07815,10379.47,4,2
07816,22656.75,6,2
07817,18889.44,3,2
07818,8345.55,7,2
07819,4833.41,4,2
07820,7535.95,7,2
07821,6466.42,10,2
07822,14918.45,5,2
07823,14727.35,3,2
07824,11350.46,2,3
07825,8218.57,7,2
07826,8040.37,9,3
07827,5559.6,1,2
07828,6931.95,5,5
07829,18749.34,3,5
07830,11266.66,1,2
07831,7757.7,10,2
07832,5870.44,10,3
07833,13175.74,3,2
07834,14531.59,10,1
07835,8426.01,5,5
07836,7667.2,10,5
07837,10775.73,9,5
07838,7827.84,7,2
07839,7503.02,10,2
07840,2935.68,4,2
07841,11278.02,6,2
07842,9292.93,2,1
07843,9129.81,10,2
07844,12679.95,3,2
07845,7537.76,10,2
07846,7208.1,5,5
07847,14374.98,2,5
07848,12189.98,3,2
07849,7926.73,4,1
07850,8099.64,10,4
07851,6054.97,5,2
07852,4625.22,1,2
07853,10046.69,6,2
07854,7756.87,7,2
07855,15623.27,2,2
07856,9170.44,6,2
07857,8285.75,2,3
07858,2875.76,1,3
07859,7740.94,5,2
07860,2778.26,4,2
07861,15391.76,5,2
07862,4224,4,2
07863,22872.57,2,2
07864,7326.18,10,5
07865,26856.92,3,1
07866,22872.56,2,2
07867,4996.53,4,2
07868,17915.56,3,2
07869,50473.28,5,1
07870,10028.53,5,3
07871,11150.18,2,2
07872,5756.09,4,2
07873,7577.47,5,2
07874,10371.76,2,5
07875,10651.14,10,5
07876,3713.82,8,3
07877,15948.47,5,2
07878,6182.98,7,3
07879,15489.57,2,2
07880,14639.67,3,5
07881,6873.74,5,2
07882,6090.67,10,2
07883,7537.76,10,2
07884,10063.79,2,2
07885,4120.26,1,2
07886,8236.3,10,2
07887,4280.23,4,2
07888,8252,5,5
07889,5629.1,1,2
07890,4079.98,4,3
07891,6014.3,4,5
07892,6822.47,10,4
07893,10842.33,10,2
07894,5878.4,5,2
07895,6466.42,10,2
07896,5878.4,5,2
07897,9401.19,10,2
07898,10128.15,5,2
07899,9496.38,1,5
07900,21767.42,3,1
07901,4052.69,1,2
07902,2778.26,4,2
07903,8611.58,4,2
07904,18848.51,6,1
07905,5952.4,5,5
07906,5067.91,4,5
07907,8634.54,7,2
07908,11937.46,3,5
07909,8237.07,10,2
07910,18699.35,2,5
07911,18701.47,2,4
07912,9011.79,7,2
07913,8611.58,4,2
07914,8709.32,1,4
07915,5096.41,8,3
07916,13155.68,8,2
07917,6041.08,10,2
07918,12469.42,6,2
07919,6297.04,5,2
07920,3149.36,4,2
07921,6557.74,5,2
07922,11886.5,8,1
07923,10491.68,10,5
07924,11293.98,4,2
07925,4751.97,4,2
07926,7854.16,1,2
07927,8347.45,3,3
07928,7313.36,10,2
07929,13976.02,10,5
07930,5696.14,4,2
07931,7851.73,5,5
07932,12046.39,3,2
07933,7305.68,10,2
07934,8744.51,7,5
07935,13249.48,6,2
07936,3909.18,4,2
07937,8472.11,10,5
07938,9360.84,7,2
07939,15489.58,2,2
07940,13258.4,3,5
07941,7093.98,10,2
07942,6552.24,5,2
07943,9140.43,10,5
07944,2599.86,4,2
07945,9323.8,4,2
07946,7862.34,2,2
07947,7169.31,10,2
07948,6763.24,5,2
07949,4912.4,8,2
07950,10310.21,5,2
07951,9244.79,4,2
07952,9469.09,1,4
07953,6904.97,5,2
07954,7093.98,10,2
07955,6763.24,5,2
07956,7983.08,7,2
07957,2778.26,4,2
07958,5639.39,1,2
07959,6663.81,2,5
07960,21509.21,10,2
07961,13160.51,5,3
07962,14549.08,5,2
07963,2935.68,4,2
07964,3878.33,4,1
07965,7535.95,7,2
07966,17649.62,10,5
07967,6851.36,3,5
07968,14797.17,3,2
07969,5763.04,10,3
07970,10703.35,6,2
07971,10063.59,6,2
07972,10329.37,5,3
07973,7530.25,5,2
07974,7229.76,2,2
07975,9713.22,6,2
07976,7326.18,10,5
07977,7535.95,7,2
07978,18833.04,3,5
07979,23240.45,3,2
07980,4812.84,1,4
07981,6766.63,2,5
07982,12469.42,6,2
07983,22051.81,8,2
07984,9755.33,2,2
07985,3276.42,4,5
07986,8787.33,10,5
07987,2969.4,4,2
07988,11849.23,2,3
07989,7905.91,10,2
07990,12582.29,5,2
07991,6596.35,10,2
07992,11953.72,9,5
07993,17719.83,5,1
07994,9909.89,2,5
07995,8218.57,7,2
07996,16137.47,3,2
07997,12193.29,3,2
07998,7401.83,10,2
07999,4555.89,1,4
08000,5261.52,10,2
08001,13737.51,7,2
08002,13175.74,3,2
08003,3547.4,4,5
08004,8236.3,10,2
08005,10763.3,3,4
08006,7667.19,10,5
08007,4622.78,4,3
08008,12550.18,2,2
08009,6814.27,1,2
08010,9673.87,5,2
08011,9396.76,5,2
08012,25566.82,3,4
08013,3456.51,10,4
08014,10469.9,10,5
08015,8345.55,7,2
08016,7526.24,2,5
08017,2778.26,4,2
08018,10651.14,10,5
08019,7562.5,10,2
08020,3532.46,4,4
08021,4311.35,1,5
08022,9323.8,4,2
08023,4634.22,4,2
08024,14733.4,3,2
08025,10649.18,10,2
08026,4120.26,1,2
08027,12379.5,6,2
08028,8218.57,7,2
08029,3149.36,4,2
08030,4224,4,2
08031,6663.8,2,5
08032,9242.95,5,2
08033,17970.21,3,1
08034,7748.17,7,5
08035,15322.1,3,5
08036,3814.84,4,2
08037,11174.23,1,2
08038,6799.89,4,2
08039,4101.89,4,5
08040,29710.71,6,2
08041,14121.3,3,2
08042,8314.6,3,2
08043,26893.98,7,1
08044,16186.36,3,2
08045,9323.81,4,2
08046,8416.45,5,5
08047,12046.39,3,2
08048,10215.14,5,2
08049,7204.59,5,2
08050,6309.98,5,4
08051,9760.39,7,5
08052,7313.35,10,2
08053,17428,3,2
08054,7215.88,2,2
08055,14591.87,3,2
08056,9842.51,10,4
08057,10252.69,2,5
08058,7049.08,4,2
08059,7788.02,7,2
08060,8875.45,5,2
08061,10535.73,4,2
08062,6553.04,10,3
08063,15489.57,2,2
08064,9242.95,5,2
08065,6912.44,2,2
08066,11655,10,2
08067,20653.1,5,2
08068,6350.89,1,4
08069,4751.97,4,2
08070,5051.86,8,2
08071,12991.59,7,2
08072,5601.8,5,4
08073,16137.47,3,2
08074,2673.74,4,2
08075,11884.82,5,1
08076,4751.97,4,2
08077,13331.54,7,2
08078,7169.31,10,2
08079,9296.32,5,1
08080,7093.98,10,2
08081,9713.22,6,2
08082,8773.04,1,1
08083,6989.1,5,2
08084,7837.84,10,4
08085,4120.26,1,2
08086,7264.47,10,2
08087,14462.37,3,2
08088,7784.79,7,2
08089,2878.05,4,2
08090,8458.37,5,2
08091,8122.52,10,5
08092,9094.22,7,2
08093,11268.43,5,3
08094,7577.54,7,2
08095,7549.59,6,2
08096,5512.6,4,5
08097,11946.94,5,5
08098,6913.06,10,1
08099,7503.02,10,2
08100,4088.05,1,2
08101,7313.36,10,2
08102,7264.47,10,2
08103,12280.59,9,2
08104,2778.26,4,2
08105,9986.67,6,2
08106,7093.98,10,2
08107,7707.69,5,2
08108,17411.45,2,5
08109,12679.94,3,2
08110,12121.52,2,4
08111,4113.72,1,3
08112,5493.33,3,2
08113,10270.16,10,2
08114,13737.5,7,2
08115,5506.85,1,5
08116,2778.26,4,2
08117,6297.04,5,2
08118,22136.04,8,2
08119,8724.99,10,2
08120,10669.31,7,2
08121,7100.19,2,5
08122,10128.15,5,2
08123,7535.95,7,2
08124,19728.31,3,4
08125,7707.69,5,2
08126,2599.86,4,2
08127,15220.05,3,2
08128,11079.64,6,2
08129,6858.53,10,2
08130,7503.02,10,2
08131,14121.3,3,2
08132,24507.14,7,1
08133,7140.04,10,4
08134,7816.17,1,2
08135,4751.97,4,2
08136,8230.33,10,5
08137,6767.42,10,2
08138,7960.93,3,2
08139,2935.68,4,2
08140,2673.74,4,2
08141,11181.37,6,2
08142,15307.73,3,2
08143,7169.31,10,2
08144,11362.76,6,2
08145,2993.34,4,2
08146,7169.31,10,2
08147,10352.14,6,2
08148,12679.94,3,2
08149,5587.67,4,5
08150,14025.74,5,2
08151,2935.68,4,2
08152,9655.48,5,1
08153,23586.01,7,2
08154,12752.4,2,3
08155,8994.79,10,5
08156,14948.33,5,2
08157,7707.69,5,2
08158,6552.24,5,2
08159,6146.11,1,2
08160,8119.35,5,5
08161,7169.31,10,2
08162,6565.19,5,2
08163,17719.83,5,1
08164,3991.1,1,2
08165,5332.52,4,4
08166,12438.09,7,4
08167,11723.89,6,2
08168,5545.54,4,2
08169,3901.34,4,2
08170,9259.58,2,3
08171,3162.73,4,2
08172,7667.2,10,5
08173,6873.74,5,2
08174,8410.39,7,2
08175,6885.93,7,3
08176,12563.52,10,5
08177,4232.49,4,2
08178,6789.66,5,5
08179,6297.04,5,2
08180,12967.45,5,2
08181,5629.1,1,2
08182,15220.06,3,2
08183,7784.79,7,2
08184,8233.98,1,2
08185,5403.16,8,2
08186,8401.69,2,4
08187,5629.1,1,2
08188,7444,10,3
08189,7634.59,7,5
08190,8957.05,10,5
08191,2970.01,1,3
08192,8787.45,5,2
08193,8338.14,2,2
08194,4178.52,4,4
08195,11145.47,6,1
08196,7955.39,2,2
08197,10317.95,3,2
08198,14390.54,2,4
08199,10545,9,2
08200,2185.58,3,3
08201,14025.73,5,2
08202,5639.39,1,2
08203,5929.24,5,2
08204,4193.99,4,2
08205,4751.97,4,2
08206,7609.81,5,5
08207,6090.67,10,2
08208,5789.37,1,2
08209,10734.45,2,2
08210,17888.36,3,2
08211,7264.47,10,2
08212,7827.84,7,2
08213,7489.17,7,2
08214,19559.15,3,5
08215,28974.73,6,2
08216,16877.57,3,2
08217,13118.94,3,4
08218,8752.35,10,2
08219,10845.7,10,5
08220,10270.16,10,2
08221,3596.85,4,2
08222,14596.8,2,5
08223,7559.64,2,2
08224,19177.03,3,2
08225,6491.07,10,4
08226,9737.42,8,2
08227,8944.16,5,2
08228,7510.48,9,2
08229,5621.06,4,2
08230,16020.97,3,2
08231,12990.51,5,3
08232,12265.13,2,2
08233,11036.74,5,2
08234,7364.81,2,2
08235,17609.88,2,2
08236,14549.08,5,2
08237,7305.37,10,2
08238,8812.43,10,4
08239,8567.99,10,5
08240,17411.45,2,5
08241,2778.26,4,2
08242,4232.49,4,2
08243,6413.78,10,2
08244,9471.3,4,2
08245,15966.07,5,2
08246,8122.52,10,5
08247,5991.29,9,5
08248,10219.21,8,2
08249,7827.84,7,2
08250,7962.72,3,2
08251,8635.6,2,4
08252,15213.44,7,5
08253,5991.05,5,2
08254,7955.39,2,2
08255,3506.57,4,2
08256,6765.29,10,3
08257,14998.97,3,2
08258,14563.97,3,2
08259,9266.34,8,4
08260,7784.79,7,2
08261,8405.11,5,2
08262,5629.1,1,2
08263,12187.23,2,4
08264,10535.73,4,2
08265,8542.97,7,2
08266,11478.69,4,4
08267,13931.33,5,1
08268,9428.98,4,2
08269,5512.6,4,5
08270,5565.54,8,5
08271,7577.54,7,2
08272,4132.53,4,2
08273,5991.05,5,2
08274,6590.83,5,5
08275,15322.1,3,5
08276,13588.04,6,2
08277,6344.41,1,3
08278,10550.9,9,2
08279,14733.41,3,2
08280,6606.63,7,3
08281,7229.76,2,2
08282,10219.22,8,2
08283,8025.25,10,2
08284,5991.05,5,2
08285,5595.83,1,5
08286,8284.87,6,2
08287,7169.31,10,2
08288,14249.47,7,2
08289,12321.91,9,2
08290,5334.31,1,2
08291,10137.32,10,2
08292,7059.12,10,3
08293,12280.59,9,2
08294,9102.5,5,1
08295,6687.72,8,2
08296,7364.81,2,2
08297,7834.5,2,2
08298,17193.87,3,2
08299,10028.84,9,2
08300,9250.48,4,1
08301,17186.8,3,2
08302,7480.11,1,2
08303,10734.46,2,2
08304,8548.08,5,3
08305,3991.1,1,2
08306,5629.1,1,2
08307,10959.04,6,2
08308,12046.39,3,2
08309,5629.1,1,2
08310,10807.79,9,5
08311,8345.55,7,2
08312,22468.68,2,2
08313,10576.37,9,2
08314,6274.8,7,3
08315,7788.02,7,2
08316,6583.79,1,4
08317,3409.68,4,2
08318,11330.02,8,2
08319,4680.78,4,5
08320,9620.35,9,1
08321,10219.22,8,2
08322,9156.21,10,5
08323,6506.71,5,2
08324,13181.02,5,2
08325,24080.23,2,2
08326,7951.52,10,2
08327,8890.68,7,2
08328,7955.39,2,2
08329,8393.98,10,2
08330,13649.49,7,4
08331,2935.68,4,2
08332,25234.47,2,4
08333,12469.42,6,2
08334,2778.26,4,2
08335,7305.36,10,2
08336,16020.97,3,2
08337,19914.71,3,2
08338,8660.2,4,1
08339,7169.31,10,2
08340,12629.22,6,2
08341,18001.17,5,5
08342,12828.67,3,2
08343,7420.94,1,4
08344,15489.58,2,2
08345,7757.7,10,2
08346,5885.9,1,2
08347,15142,6,1
08348,4193.99,4,2
08349,4388.98,4,2
08350,12469.42,6,2
08351,14629.95,7,2
08352,6454.55,1,4
08353,3667.82,4,5
08354,23239.76,6,2
08355,14209.28,5,2
08356,6274.8,7,3
08357,4751.97,4,2
08358,7269.06,5,5
08359,4702.48,4,2
08360,7326.18,10,5
08361,4905.89,4,2
08362,11330.02,8,2
08363,13550.13,7,3
08364,2778.26,4,2
08365,12659.76,7,2
08366,7537.76,10,2
08367,7164.53,4,2
08368,4157.74,4,5
08369,7305.68,10,2
08370,7169.31,10,2
08371,8101.63,7,2
08372,18436.14,3,2
08373,12315.1,2,3
08374,4963.08,4,2
08375,8010.98,10,3
08376,6612.77,5,2
08377,5629.1,1,2
08378,6270.63,10,4
08379,6506.71,5,2
08380,7313.36,10,2
08381,2711.43,4,2
08382,7305.36,10,2
08383,5983.01,4,2
08384,12952.41,5,2
08385,7095.22,7,4
08386,13480.8,7,2
08387,14025.73,5,2
08388,5313.71,4,2
08389,13175.74,3,2
08390,8345.55,7,2
08391,7326.18,10,5
08392,5901.37,5,5
08393,4697.21,4,2
08394,17351.47,2,2
08395,13035.57,7,5
08396,9332.24,10,5
08397,5906.02,4,2
08398,16934.34,2,2
08399,3251.93,4,5
08400,15966.07,5,2
08401,6054.97,5,2
08402,7608.05,10,2
08403,9416.9,3,2
08404,13175.74,3,2
08405,7217.39,7,2
08406,7667.2,10,5
08407,4697.21,4,2
08408,8122.52,10,5
08409,6979.15,8,2
08410,14073.52,7,5
08411,6912.44,2,2
08412,16630.16,7,2
08413,8484.74,7,4
08414,12550.17,2,2
08415,9396.77,5,2
08416,6252.35,5,2
08417,7962.72,3,2
08418,8026.99,10,1
08419,12704.78,5,1
08420,7745.68,4,2
08421,17188.12,2,3
08422,6787.05,7,4
08423,26226.6,2,4
08424,3973.25,1,2
08425,3908.32,8,3
08426,8401.7,2,4
08427,6873.74,5,2
08428,6035.61,10,3
08429,6297.04,5,2
08430,7960.93,3,2
08431,10070.85,2,2
08432,7983.08,7,2
08433,9131.57,10,2
08434,9588.68,10,5
08435,7064.63,4,4
08436,7834.5,2,2
08437,5334.31,1,2
08438,17552.96,2,2
08439,10062.81,2,5
08440,9295.4,10,2
08441,8236.08,7,4
08442,3241.58,4,2
08443,2742.57,4,2
08444,10031.79,5,3
08445,8361.43,5,2
08446,7951.52,10,2
08447,7438.94,2,4
08448,4224,4,2
08449,9206.27,6,5
08450,6506.71,5,2
08451,5954.04,10,4
08452,8862.19,7,5
08453,10046.69,6,2
08454,7926.08,2,4
08455,2935.68,4,2
08456,5629.1,1,2
08457,13118.94,3,4
08458,5600.99,8,2
08459,8318.45,5,2
08460,9491.89,7,2
08461,6492.62,1,4
08462,14727.35,3,2
08463,15658.49,3,2
08464,15162.52,5,1
08465,7068.45,7,2
08466,8720.67,9,2
08467,19406.3,3,2
08468,15692.91,10,5
08469,7530.25,5,2
08470,6814.27,1,2
08471,10344.9,9,2
08472,7056.97,10,3
08473,15966.07,5,2
08474,12789.88,10,2
08475,10901.39,10,1
08476,7835.43,5,2
08477,7503.02,10,2
08478,7571.03,10,2
08479,10457.04,7,5
08480,4654.63,4,1
08481,7746.25,3,3
08482,6731.63,10,2
08483,8541.49,6,4
08484,3520.88,4,5
08485,4133.56,1,2
08486,7062.99,7,3
08487,7093.98,10,2
08488,5234.82,2,3
08489,4751.97,4,2
08490,5629.1,1,2
08491,7862.34,2,2
08492,10545,9,2
08493,5019.89,8,5
08494,7169.31,10,2
08495,4751.97,4,2
08496,9389.98,9,3
08497,18477.99,5,5
08498,12438.09,7,4
08499,6035.85,4,5
08500,6861.29,5,2
08501,2814.88,4,2
08502,5600.99,8,2
08503,7955.39,2,2
08504,6936.83,10,2
08505,10959.3,6,2
08506,3991.1,1,2
08507,7970.44,7,4
08508,8458.37,5,2
08509,2993.34,4,2
08510,10308.19,10,2
08511,20518.26,3,4
08512,1001.46,5,2
08513,10153.14,5,3
08514,5675.89,1,2
08515,18388.43,3,4
08516,9736.37,10,2
08517,12469.42,6,2
08518,7305.36,10,2
08519,7718.02,7,2
08520,9244.79,4,2
08521,7489.17,7,2
08522,8401.7,2,4
08523,4927.77,10,3
08524,8170.88,4,2
08525,7604.88,7,2
08526,8640.83,10,1
08527,7526.24,2,5
08528,3988.54,4,1
08529,5878.4,5,2
08530,16242.33,5,1
08531,10845.19,3,2
08532,7169.31,10,2
08533,6267.95,5,2
08534,7489.17,7,2
08535,8324.53,10,2
08536,8862.19,7,5
08537,6235.26,10,4
08538,8047.3,2,5
08539,9313.23,7,2
08540,10730.53,5,5
08541,8465.26,3,2
08542,4622.78,4,3
08543,9673.88,5,2
08544,10016.76,3,2
08545,6873.74,5,2
08546,6920.85,4,5
08547,5270.36,9,4
08548,7715.6,2,5
08549,4554.93,1,2
08550,2947.92,1,3
08551,4625.22,1,2
08552,4197.34,1,2
08553,5367.51,5,2
08554,11330.03,8,2
08555,7937.43,7,2
08556,5531.59,1,5
08557,6767.42,10,2
08558,7177.31,5,2
08559,20202.89,2,4
08560,8122.52,10,5
08561,7465.21,10,5
08562,10460.35,10,5
08563,8122.52,10,5
08564,5955.59,8,3
08565,11021.93,2,5
08566,6054.97,5,2
08567,7330.74,10,4
08568,16762.2,3,3
08569,10046.68,6,2
08570,14209.28,5,2
08571,10845.2,3,2
08572,2969.4,4,2
08573,7148.18,5,3
08574,15184.46,2,3
08575,11330.03,8,2
08576,6027.65,5,5
08577,12102.54,10,1
08578,10560.97,6,2
08579,10024.98,2,5
08580,7971.14,4,2
08581,8345.55,7,2
08582,6842.75,10,2
08583,17888.36,3,2
08584,8787.33,10,5
08585,16004.67,7,5
08586,2969.4,4,2
08587,5006.57,4,2
08588,7252.89,2,2
08589,12739.74,10,1
08590,9260.44,10,2
08591,6969.73,4,4
08592,12100.53,3,2
08593,8752.35,10,2
08594,8710.48,7,2
08595,35769.03,7,2
08596,16137.47,3,2
08597,3912.87,1,2
08598,6035.61,10,3
08599,7960.93,3,2
08600,17230.63,3,2
08601,2742.57,4,2
08602,11079.86,5,5
08603,10651.14,10,5
08604,19914.72,3,2
08605,6612.77,5,2
08606,16946.51,5,2
08607,14921.56,7,5
08608,4650.31,5,3
08609,7017.63,1,4
08610,10588.36,10,2
08611,9463.07,10,5
08612,9308.54,5,2
08613,8426.01,5,5
08614,6861.29,5,2
08615,7330.74,10,4
08616,9383.36,10,2
08617,7169.31,10,2
08618,7180.05,5,2
08619,6297.04,5,2
08620,10870.81,2,2
08621,10560.97,6,2
08622,8827.7,7,2
08623,9296.32,5,1
08624,5817.43,1,5
08625,11636.39,10,5
08626,4912.4,8,2
08627,16630.16,7,2
08628,4812.84,1,4
08629,3216.74,3,2
08630,7489.17,7,2
08631,10494.88,10,5
08632,8122.52,10,5
08633,12100.53,3,2
08634,5862.85,1,2
08635,7854.16,1,2
08636,8122.52,10,5
08637,10878.44,2,2
08638,7834.5,2,2
08639,4133.56,1,2
08640,7503.02,10,2
08641,5321.94,4,5
08642,2618,4,3
08643,16805.09,2,2
08644,9179.82,10,2
08645,12100.53,3,2
08646,9061.53,7,2
08647,5600.99,8,2
08648,7359.24,7,2
08649,6576.85,7,2
08650,12153,5,2
08651,6054.97,5,2
08652,10062.81,2,5
08653,14682.21,2,5
08654,7537.76,10,2
08655,6235.26,10,4
08656,29017.01,3,5
08657,10964.38,7,5
08658,14715.41,5,5
08659,4133.56,1,2
08660,24649.97,7,1
08661,7537.76,10,2
08662,11174.23,1,2
08663,7530.25,5,2
08664,6663.62,5,2
08665,3575.32,10,3
08666,6800.58,5,2
08667,7264.47,10,2
08668,12512.07,9,5
08669,5991.05,5,2
08670,7016.4,5,5
08671,15075.45,7,2
08672,10845.2,3,2
08673,11928.25,5,5
08674,6146.11,1,2
08675,12659.75,7,2
08676,10410.9,2,5
08677,4811.74,1,4
08678,14025.73,5,2
08679,16137.48,3,2
08680,9263.27,10,2
08681,6171.51,10,2
08682,7715.6,2,5
08683,15767.77,5,5
08684,13169.99,3,2
08685,15898.1,7,4
08686,6406.92,7,4
08687,8649.2,5,5
08688,16433.9,7,5
08689,16640.5,3,2
08690,16838.06,5,5
08691,7169.31,10,2
08692,10588.36,10,2
08693,7942.88,10,1
08694,7136.88,10,2
08695,6252.35,5,2
08696,9948.58,10,5
08697,8405.13,2,1
08698,13971.39,5,2
08699,9760.39,7,5
08700,11212.74,9,3
08701,4554.93,1,2
08702,6014.3,4,5
08703,6858.53,10,2
08704,10862.93,10,4
08705,12153,5,2
08706,3465.29,4,2
08707,14596.8,2,5
08708,7871.98,10,5
08709,11056.27,7,1
08710,5314.25,1,2
08711,7164.53,4,2
08712,7543.19,5,2
08713,7960.93,3,2
08714,6619.05,4,2
08715,4751.97,4,2
08716,12044.74,5,3
08717,3100.73,4,5
08718,11655,10,2
08719,12581.56,3,2
08720,7444.76,2,2
08721,12550.18,2,2
08722,19177.04,3,2
08723,6139.28,4,2
08724,10820.04,10,5
08725,14080.54,5,5
08726,7169.31,10,2
